achievementId,zones
678,246
679,267
680,266
681,269
682,348
684,248
685,287
686,232
687,319
688,337
689,247
690,350
691,333
692,330
693,331
694,332
695,329
696,334
697,339
698,335
706,91
707,91
708,91
709,91
710,93
711,93
712,92
713,92
714,"91, 92, 93"
725,335
726,108
728,1
729,317
736,7
750,10
761,14
762,"1, 7, 10, 14, 17, 18, 21, 22, 25, 26, 50, 64, 65, 66, 69, 71, 76, 77, 85, 94, 95, 100, 102, 199, 210, 241"
763,"74, 100, 101, 102, 108, 109, 246, 256, 258, 260, 261, 262, 263, 265, 266, 267, 269, 272, 273, 274, 334, 347"
764,"74, 100, 101, 102, 108, 109, 246, 256, 258, 260, 261, 262, 263, 265, 266, 267, 269, 272, 273, 274, 334, 347"
765,15
766,17
768,18
769,21
770,22
771,23
772,25
773,26
774,32
775,36
776,37
777,42
778,47
779,48
780,49
781,50
782,51
783,112
784,112
802,52
841,56
842,57
843,109
844,62
845,63
846,64
847,65
848,66
849,69
850,70
851,71
852,76
853,77
854,78
855,80
856,81
857,83
858,95
859,94
860,97
861,97
862,100
863,102
864,104
865,105
866,107
867,108
868,122
871,210
872,92
873,91
880,337
881,337
882,350
883,258
884,348
885,334
893,102
894,"105, 108"
896,105
897,"13, 122, 348"
898,104
899,107
900,102
901,107
902,"107, 109, 272"
903,108
905,108
906,111
907,"91, 92, 93"
910,"129, 133, 136, 140, 154, 157, 160, 219, 220, 242, 250, 280, 317"
911,"1, 7, 10, 57, 62, 63, 64, 65, 69, 71, 76, 77, 78, 81, 83, 235"
912,"17, 18, 21, 22, 23, 27, 32, 36, 37, 48, 52, 210, 337, 476"
914,"85, 88, 90, 110"
915,"84, 87, 89, 103"
938,119
939,107
940,50
941,"50, 107, 119"
942,"12, 77, 83, 101, 102, 107"
943,"12, 77, 83, 101, 102, 107"
944,"12, 77, 83"
945,"23, 118"
946,23
947,118
948,"14, 17, 22, 27, 37, 47, 48, 49, 50, 51, 52, 56, 57, 62, 63, 64, 65, 69, 70, 71, 77, 84, 97, 100, 102, 199, 241"
949,114
950,119
951,119
952,119
953,"81, 102, 247"
955,232
956,319
957,337
958,339
959,329
960,350
961,119
962,119
980,435
1006,"85, 88, 90, 110"
1007,115
1008,"113, 114, 115, 125"
1009,"113, 118, 121"
1010,"113, 114, 115, 118, 121, 125"
1011,"113, 114, 115, 117, 118"
1012,"113, 114, 115, 117, 118, 120"
1151,91
1153,93
1164,91
1165,111
1166,91
1167,91
1169,93
1171,112
1172,92
1189,100
1190,102
1191,108
1192,107
1193,105
1194,109
1195,104
1205,108
1206,"1, 7, 10, 12, 13, 14, 18, 22, 25, 26, 37, 47, 48, 49, 50, 51, 52, 56, 57, 62, 63, 65, 66, 69, 70, 76, 77, 78, 80, 84, 85, 88, 89, 199, 210, 217, 224, 249"
1251,92
1252,92
1254,117
1258,112
1259,92
1262,"100, 101, 102, 104, 105, 107, 108, 109"
1263,117
1264,114
1265,115
1266,116
1267,121
1268,119
1269,120
1270,118
1271,100
1272,108
1273,107
1275,108
1276,105
1277,115
1296,157
1297,157
1307,616
1311,"100, 101, 102, 104, 105, 107, 108, 109"
1312,"100, 101, 102, 104, 105, 107, 108, 109"
1356,117
1357,116
1358,114
1359,115
1428,120
1457,127
1502,92
1576,"107, 121"
1596,121
1638,104
1676,"13, 14, 15, 17, 22, 23, 26, 32, 36, 47, 48, 49, 50, 51, 52, 56, 210, 224"
1678,"12, 62, 63, 64, 65, 66, 69, 70, 71, 77, 78, 81, 83, 97, 199"
1717,123
1718,123
1721,156
1722,156
1723,123
1727,123
1737,123
1751,123
1752,123
1755,123
1816,168
1817,130
1834,138
1836,85
1837,87
1856,162
1857,162
1858,162
1859,162
1860,157
1862,132
1864,154
1865,168
1866,140
1867,138
1868,143
1869,141
1870,141
1871,143
1872,130
1873,136
1874,141
1875,141
1876,155
1877,155
1919,133
1956,125
1957,125
1958,125
1996,162
1997,162
2016,116
2017,116
2036,129
2037,129
2038,132
2039,160
2040,154
2041,168
2042,138
2043,136
2044,143
2045,143
2046,143
2047,155
2048,155
2049,155
2050,155
2051,155
2052,155
2053,155
2054,155
2056,132
2057,160
2058,154
2076,125
2077,125
2078,125
2080,123
2081,156
2082,120
2083,120
2084,125
2094,125
2095,125
2096,125
2139,162
2140,162
2146,162
2147,162
2148,141
2149,141
2150,129
2151,160
2152,154
2153,168
2154,140
2155,140
2156,136
2157,136
2176,162
2177,162
2178,162
2179,162
2180,162
2181,162
2182,162
2183,162
2184,162
2185,162
2186,162
2187,162
2188,616
2199,123
2256,"113, 114, 115, 116, 117, 118, 119, 120, 121"
2257,"113, 114, 115, 116, 117, 118, 119, 120, 121"
2336,"10, 25, 71, 83, 210, 407"
2456,350
2476,123
2496,232
2556,"1, 7, 10, 14, 15, 17, 18, 21, 22, 23, 25, 26, 32, 36, 47, 49, 50, 51, 52, 56, 62, 63, 64, 65, 66, 69, 70, 71, 76, 78, 80, 81, 83, 84, 85, 88, 89, 90, 94, 95, 97, 100, 102, 103, 104, 105, 107, 108, 110, 113, 117, 119, 120, 121, 125, 127, 198, 199, 210, 224, 241, 245, 534, 539, 542, 543, 550, 554, 650, 896"
2557,"113, 114, 115, 116, 117, 118, 119, 120, 121"
2756,118
2758,118
2760,118
2761,118
2762,118
2763,118
2764,118
2765,118
2766,118
2767,118
2768,118
2769,118
2770,118
2771,118
2772,118
2773,118
2777,118
2778,118
2779,118
2780,118
2781,118
2782,118
2783,118
2784,118
2785,118
2786,118
2787,118
2788,118
2816,118
2817,118
2836,118
2886,147
2887,147
2888,147
2889,147
2890,147
2891,147
2892,147
2893,147
2894,147
2895,147
2903,147
2904,147
2905,147
2906,147
2907,147
2908,147
2909,147
2910,147
2911,147
2912,147
2913,147
2914,147
2915,147
2916,147
2917,147
2918,147
2919,147
2921,147
2923,147
2924,147
2925,147
2926,147
2927,147
2928,147
2929,147
2930,147
2931,147
2932,147
2933,147
2934,147
2935,147
2936,147
2937,147
2938,147
2939,147
2940,147
2941,147
2942,147
2943,147
2944,147
2945,147
2946,147
2947,147
2948,147
2951,147
2952,147
2953,147
2954,147
2955,147
2956,147
2959,147
2960,147
2961,147
2962,147
2963,147
2965,147
2967,147
2968,147
2969,147
2970,147
2971,147
2972,147
2973,147
2974,147
2975,147
2976,147
2977,147
2978,147
2979,147
2980,147
2981,147
2982,147
2983,147
2984,147
2985,147
2989,147
2995,147
2996,147
2997,147
3002,147
3003,147
3004,147
3005,147
3006,147
3007,147
3008,147
3009,147
3010,147
3011,147
3012,147
3013,147
3014,147
3015,147
3016,147
3017,147
3036,147
3037,147
3056,147
3057,147
3058,147
3059,147
3076,147
3077,147
3097,147
3098,147
3118,147
3136,156
3137,156
3138,147
3141,147
3142,147
3157,147
3158,147
3159,147
3161,147
3162,147
3163,147
3164,147
3176,147
3177,147
3178,147
3179,147
3180,147
3181,147
3182,147
3183,147
3184,147
3185,147
3186,147
3187,147
3188,147
3189,147
3237,147
3316,147
3356,83
3357,78
3496,242
3676,118
3677,118
3736,118
3776,169
3777,169
3778,171
3797,172
3798,172
3799,172
3800,172
3802,171
3803,171
3804,171
3808,172
3809,172
3810,172
3812,172
3813,172
3815,172
3816,172
3817,172
3818,172
3819,172
3836,156
3837,156
3845,169
3846,169
3847,169
3848,169
3849,169
3850,169
3851,169
3852,169
3853,169
3854,169
3855,169
3856,169
3857,169
3916,172
3917,172
3918,172
3936,172
3937,172
3957,169
3996,172
3997,172
4016,156
4017,156
4079,172
4080,172
4156,172
4176,169
4177,169
4256,169
4296,171
4297,171
4298,171
4396,248
4397,248
4402,248
4403,248
4404,248
4405,248
4406,248
4407,248
4516,183
4517,184
4518,185
4519,183
4520,184
4521,185
4522,183
4523,183
4524,184
4525,184
4526,185
4527,186
4528,186
4529,186
4530,186
4531,186
4532,186
4534,186
4535,186
4536,186
4537,186
4538,186
4539,186
4577,186
4578,186
4579,186
4580,186
4581,186
4582,186
4583,186
4584,186
4585,156
4586,156
4596,118
4597,186
4598,186
4601,186
4604,186
4605,186
4606,186
4607,186
4608,186
4610,186
4611,186
4612,186
4613,186
4614,186
4615,186
4616,186
4617,186
4618,186
4619,186
4620,186
4621,186
4622,186
4623,186
4625,186
4626,147
4627,310
4628,186
4629,186
4630,186
4631,186
4632,186
4633,186
4634,186
4635,186
4636,186
4637,186
4786,27
4790,1
4815,200
4816,200
4817,200
4818,200
4825,201
4827,"1, 12, 13, 15, 21, 25, 48, 50, 52, 62, 63, 64, 66, 71, 199, 210, 224"
4833,283
4839,322
4840,293
4841,297
4842,285
4846,324
4847,325
4848,277
4849,285
4850,294
4851,328
4852,294
4863,198
4864,207
4865,249
4866,241
4868,"12, 13, 198, 201, 207, 241, 249"
4869,201
4870,198
4871,207
4872,249
4873,241
4874,"244, 245"
4875,"12, 13, 198, 201, 207, 241, 249"
4881,"13, 201, 207, 241"
4882,198
4883,207
4884,249
4885,241
4886,241
4888,249
4892,23
4893,22
4894,21
4895,25
4896,14
4897,26
4899,48
4900,15
4901,36
4902,49
4903,52
4904,51
4905,210
4906,50
4908,95
4909,17
4910,32
4925,63
4926,97
4927,76
4928,62
4929,70
4930,66
4931,77
4932,69
4933,10
4934,81
4935,71
4936,65
4937,199
4938,64
4939,78
4940,83
4958,"107, 121, 241"
4959,198
4960,241
4961,249
4975,201
4976,63
4978,70
4979,69
4980,65
4981,199
4982,201
4995,210
4996,199
5060,283
5061,322
5062,293
5063,324
5064,325
5065,297
5066,277
5083,291
5093,310
5094,285
5107,285
5108,285
5109,285
5115,285
5116,285
5117,294
5118,294
5119,294
5120,294
5121,294
5122,328
5123,328
5208,206
5209,206
5210,206
5211,206
5213,206
5214,206
5215,206
5216,206
5219,206
5220,206
5221,206
5222,206
5223,206
5226,206
5227,206
5228,206
5229,206
5230,206
5231,206
5245,275
5246,275
5247,275
5248,275
5249,275
5250,275
5251,275
5252,275
5253,275
5254,275
5255,275
5256,275
5257,275
5258,275
5262,275
5281,283
5282,283
5283,283
5284,283
5285,322
5286,322
5287,324
5288,325
5289,325
5290,277
5291,277
5292,277
5293,297
5294,297
5295,297
5296,297
5297,293
5298,293
5300,294
5304,328
5305,328
5306,285
5307,285
5308,285
5309,285
5310,285
5311,294
5312,294
5313,294
5317,249
5318,201
5319,201
5320,241
5321,241
5366,291
5367,291
5368,291
5369,291
5370,291
5371,291
5375,"244, 245"
5376,"244, 245"
5412,"244, 245"
5415,"244, 245"
5416,282
5417,"244, 245"
5418,"244, 245"
5442,23
5443,83
5444,15
5445,207
5446,207
5447,207
5448,76
5449,207
5450,207
5451,241
5452,201
5453,62
5454,76
5474,84
5475,85
5476,84
5477,85
5481,241
5482,241
5483,198
5486,"244, 245"
5487,"244, 245"
5488,"244, 245"
5489,"244, 245"
5490,"244, 245"
5501,241
5503,310
5504,310
5505,310
5518,409
5533,81
5546,76
5547,76
5548,"12, 13, 198, 201, 241, 244, 245, 1527"
5552,206
5718,"244, 245"
5719,"244, 245"
5743,337
5744,337
5750,333
5759,337
5760,333
5761,333
5762,337
5765,337
5767,249
5768,337
5769,333
5788,235
5799,367
5802,367
5803,367
5804,367
5805,367
5806,367
5807,367
5808,367
5809,367
5810,367
5813,367
5821,367
5827,367
5829,367
5830,367
5839,367
5841,87
5842,89
5843,88
5844,90
5847,87
5848,89
5849,88
5850,90
5855,367
5858,333
5859,"198, 338"
5860,198
5861,198
5862,198
5864,198
5865,198
5866,"198, 338"
5867,338
5868,198
5869,198
5870,198
5871,338
5872,338
5873,338
5874,338
5879,"198, 338"
5995,401
6019,407
6020,407
6021,407
6022,407
6023,407
6024,407
6025,407
6026,407
6027,407
6028,407
6029,407
6030,407
6031,407
6032,407
6045,282
6070,398
6084,409
6089,439
6105,409
6106,409
6107,409
6108,282
6109,409
6110,409
6111,409
6112,409
6113,409
6114,409
6115,409
6116,409
6117,401
6118,398
6119,399
6127,398
6128,409
6129,409
6130,401
6132,399
6133,409
6174,409
6175,409
6177,409
6180,409
6181,409
6300,371
6301,376
6332,407
6350,"371, 376, 388, 390, 418, 422, 424"
6351,371
6366,388
6394,476
6396,476
6400,439
6402,439
6420,439
6427,431
6455,471
6456,439
6457,439
6458,471
6460,429
6469,443
6470,443
6471,443
6472,443
6475,429
6476,437
6477,443
6478,453
6479,437
6480,379
6485,457
6517,376
6518,474
6531,476
6534,371
6535,418
6536,418
6537,379
6538,379
6539,388
6540,422
6541,"371, 376, 379, 388, 418, 422, 424"
6543,"371, 379, 388, 418, 424"
6544,376
6545,422
6546,390
6547,"418, 422, 424"
6548,"371, 376, 379, 388, 390, 418, 422, 424, 433, 504"
6550,371
6551,376
6552,376
6553,474
6558,"1, 7, 10, 12, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 27, 32, 36, 37, 47, 48, 49, 50, 51, 52, 56, 57, 62, 63, 64, 65, 69, 70, 71, 76, 77, 78, 81, 83, 94, 95, 97, 100, 101, 102, 104, 105, 107, 108, 109, 113, 114, 115, 116, 117, 118, 119, 120, 121, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6559,"1, 7, 10, 12, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 27, 32, 36, 37, 47, 48, 49, 50, 51, 52, 56, 57, 62, 63, 64, 65, 69, 70, 71, 76, 77, 78, 81, 83, 94, 95, 97, 100, 101, 102, 104, 105, 107, 108, 109, 113, 114, 115, 116, 117, 118, 119, 120, 121, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6560,"1, 7, 10, 12, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 27, 32, 36, 37, 47, 48, 49, 50, 51, 52, 56, 57, 62, 63, 64, 65, 69, 70, 71, 76, 77, 78, 81, 83, 94, 95, 97, 100, 101, 102, 104, 105, 107, 108, 109, 113, 114, 115, 116, 117, 118, 119, 120, 121, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6584,"84, 87, 89, 103"
6585,"1, 7, 10, 62, 63, 64, 65, 66, 69, 70, 71, 76, 77, 78, 81, 83, 97, 198, 199, 249"
6586,"13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 36, 37, 42, 47, 48, 49, 50, 51, 52, 56, 94, 95, 210, 224, 241"
6587,"100, 101, 102, 104, 105, 107, 108, 109"
6588,"113, 114, 115, 116, 117, 118, 119, 120, 121, 127"
6589,"371, 376, 379, 388, 390, 418, 422, 424"
6590,"1, 7, 10, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 36, 37, 42, 47, 48, 49, 50, 51, 52, 56, 62, 63, 64, 65, 66, 69, 70, 71, 76, 77, 78, 81, 83, 94, 95, 97, 100, 101, 102, 104, 105, 107, 108, 109, 113, 114, 115, 116, 117, 118, 119, 120, 121, 127, 198, 199, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6601,"1, 10, 12, 13, 23, 26, 32, 36, 37, 42, 47, 49, 50, 51, 52, 63, 64, 65, 66, 69, 70, 77, 80, 83, 100, 101, 102, 104, 107, 111, 113, 115, 117, 118, 121, 127, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6602,"1, 10, 12, 63, 64, 65, 66, 69, 70, 77, 80, 83, 199"
6603,"13, 23, 26, 32, 36, 37, 42, 47, 49, 50, 51, 52, 210, 224"
6604,"100, 101, 102, 104, 107, 111"
6605,"113, 115, 117, 118, 121, 127"
6606,"371, 376, 379, 388, 390, 418, 422, 424"
6607,"1, 10, 12, 13, 23, 26, 32, 36, 37, 42, 47, 49, 50, 51, 52, 63, 64, 65, 66, 69, 70, 77, 80, 83, 100, 101, 102, 104, 107, 111, 113, 115, 117, 118, 121, 127, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6611,"1, 7, 10, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 36, 37, 42, 47, 48, 49, 50, 51, 52, 56, 62, 63, 64, 65, 66, 69, 70, 71, 76, 77, 78, 81, 83, 94, 95, 97, 100, 101, 102, 104, 105, 107, 108, 109, 113, 114, 115, 116, 117, 118, 119, 120, 121, 127, 198, 199, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
6612,"1, 7, 10, 62, 63, 64, 65, 66, 69, 70, 71, 76, 77, 78, 81, 83, 97, 198, 199, 249"
6613,"13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 36, 37, 42, 47, 48, 49, 50, 51, 52, 56, 94, 95, 210, 224, 241"
6614,"100, 101, 102, 104, 105, 107, 108, 109"
6615,"113, 114, 115, 116, 117, 118, 119, 120, 121, 127"
6616,"371, 376, 379, 388, 390, 418, 422, 424"
6621,"85, 88, 90, 110"
6622,"84, 85, 87, 88, 89, 90, 103, 110"
6671,429
6674,471
6683,474
6684,431
6686,471
6687,471
6688,457
6689,456
6713,453
6715,476
6716,"371, 418, 422, 424, 433"
6717,456
6718,474
6719,471
6720,471
6721,471
6722,471
6723,471
6724,471
6725,474
6726,474
6727,474
6728,474
6729,474
6730,474
6731,456
6732,456
6733,456
6734,456
6736,453
6739,423
6740,417
6754,"371, 379, 390, 418, 424"
6755,453
6756,453
6757,429
6758,429
6759,437
6760,431
6761,435
6762,476
6763,457
6821,476
6822,457
6823,471
6824,456
6825,456
6827,"371, 376, 379, 388, 390, 418, 422, 424, 433, 504"
6828,"371, 376, 379, 388, 390, 418, 422, 424, 433, 504"
6837,"371, 376, 379, 390, 418, 433"
6844,471
6845,474
6846,"371, 376, 379, 418, 424"
6847,"379, 388, 424"
6850,"371, 376, 379, 418, 424"
6855,"371, 379, 388, 390, 418, 424"
6856,"376, 418, 424"
6857,422
6858,"371, 376, 379, 390, 424"
6882,417
6883,423
6884,429
6885,429
6886,429
6887,429
6888,439
6889,439
6890,439
6891,439
6892,453
6893,443
6894,437
6895,431
6896,435
6897,476
6898,457
6899,453
6900,453
6901,453
6902,443
6903,443
6904,443
6905,437
6906,437
6907,437
6908,431
6909,431
6910,431
6911,435
6912,435
6913,435
6914,476
6915,476
6916,476
6917,457
6918,457
6919,457
6922,474
6923,452
6928,435
6929,435
6930,452
6931,452
6933,456
6936,474
6937,474
6945,437
6946,435
6947,417
6950,417
6954,471
6969,376
6970,417
6971,417
6972,417
6973,417
6974,"371, 376, 379, 388, 390, 418, 422, 424"
6975,418
6976,379
6977,388
6978,422
6979,390
6980,417
6981,417
7039,423
7049,423
7056,471
7057,423
7062,423
7099,423
7100,423
7102,423
7103,423
7106,423
7230,"371, 379, 418, 424"
7231,450
7232,450
7239,450
7248,450
7249,450
7252,447
7257,447
7258,447
7261,447
7265,448
7266,448
7267,448
7271,480
7272,480
7273,480
7275,481
7276,481
7281,"371, 376, 379, 388, 418, 422, 424, 433"
7282,"371, 376, 379, 388, 418, 422, 424, 433"
7283,"371, 376, 379, 388, 418, 422, 424, 433"
7284,"371, 376, 379, 388, 418, 422, 424, 433"
7285,"371, 376, 379, 388, 390, 418, 422, 424, 504, 554"
7286,379
7287,418
7288,388
7289,371
7290,371
7291,371
7292,376
7293,376
7294,376
7295,376
7296,376
7297,388
7298,388
7299,388
7300,376
7301,376
7302,376
7303,376
7304,376
7305,376
7306,376
7307,388
7308,388
7309,388
7310,388
7312,422
7313,422
7314,422
7315,390
7316,422
7317,390
7318,390
7319,390
7320,390
7321,390
7322,390
7323,390
7324,390
7325,376
7331,"371, 376, 379, 388, 390, 418, 422, 424"
7332,"371, 376, 379, 388, 390, 418, 422, 424"
7333,"371, 376, 379, 388, 390, 418, 422, 424"
7334,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7335,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7336,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7337,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7338,"371, 376, 379, 388, 390, 418, 422, 424"
7339,"371, 376, 379, 388, 390, 418, 422, 424"
7340,"371, 376, 379, 388, 390, 418, 422, 424"
7341,"371, 376, 379, 388, 390, 418, 422, 424"
7342,"371, 376, 379, 388, 390, 418, 422, 424"
7343,"371, 376, 379, 388, 390, 418, 422, 424"
7344,"371, 376, 379, 388, 390, 418, 422, 424"
7345,"371, 376, 379, 388, 390, 418, 422, 424"
7346,"371, 376, 379, 388, 390, 418, 422, 424"
7347,"371, 376, 379, 388, 390, 418, 422, 424"
7348,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7349,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7350,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7351,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7352,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7353,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7354,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7355,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7356,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7357,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7358,"371, 376, 379, 388, 390, 418, 422, 424"
7359,"371, 376, 379, 388, 390, 418, 422, 424"
7360,"371, 376, 379, 388, 390, 418, 422, 424"
7361,"371, 376, 379, 388, 390, 418, 422, 424"
7362,"371, 376, 379, 388, 390, 418, 422, 424"
7363,"371, 376, 379, 388, 390, 418, 422, 424"
7364,"371, 376, 379, 388, 390, 418, 422, 424"
7365,"371, 376, 379, 388, 390, 418, 422, 424"
7366,"371, 376, 379, 388, 390, 418, 422, 424"
7367,"371, 376, 379, 388, 390, 418, 422, 424"
7368,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7369,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7370,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7371,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7372,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7373,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7374,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7375,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7376,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7377,"371, 376, 379, 388, 390, 418, 422, 424, 433"
7381,371
7386,379
7413,431
7437,"371, 376, 379, 388, 390, 418, 422, 424"
7438,"371, 376, 379, 388, 390, 418, 422, 424"
7439,"371, 376, 379, 388, 390, 418, 422, 424"
7467,416
7468,416
7479,"379, 388, 424, 443"
7485,471
7486,474
7487,456
7498,"1, 10, 12, 13, 23, 26, 32, 36, 37, 42, 47, 49, 50, 51, 52, 63, 64, 65, 66, 69, 70, 77, 80, 83, 100, 101, 102, 104, 107, 111, 113, 115, 117, 118, 121, 127, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
7499,"1, 10, 12, 13, 23, 26, 32, 36, 37, 42, 47, 49, 50, 51, 52, 63, 64, 65, 66, 69, 70, 77, 80, 83, 100, 101, 102, 104, 107, 111, 113, 115, 117, 118, 121, 127, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
7502,376
7518,418
7520,"12, 13, 14, 15, 17, 22, 23, 26, 32, 36, 47, 48, 49, 50, 51, 52, 56, 62, 63, 64, 65, 66, 69, 70, 71, 77, 78, 81, 83, 97, 100, 101, 102, 104, 105, 107, 108, 109, 113, 114, 115, 116, 117, 118, 119, 120, 121, 198, 199, 201, 207, 210, 224, 241, 249, 371, 376, 379, 388, 418, 422, 424, 525, 535, 539, 542, 543, 550, 572, 619, 630, 634, 641, 650, 680, 862, 863, 864, 875, 876, 895, 896, 942, 1161, 1164, 1525, 1533, 1536, 1550, 1565"
7522,481
7523,416
7524,416
7525,"12, 13, 198, 207, 241, 249"
7526,416
7527,416
7529,416
7530,416
7612,"371, 376, 379, 390, 418, 433"
7928,418
7929,418
7932,418
7933,471
7934,"162, 232, 287, 319"
7937,500
7939,500
7940,500
7941,500
7942,500
7943,500
7944,500
7945,500
7946,500
7947,500
7948,500
7949,500
7950,500
7984,488
7986,488
7987,488
7988,487
7989,487
7990,487
7991,487
7992,487
7993,487
7994,"371, 376, 379, 388, 424, 433"
7995,"371, 376, 379, 388, 424, 433"
7996,"371, 376, 379, 388, 424, 433"
7997,"371, 376, 379, 388, 424, 433"
8009,488
8010,486
8011,486
8012,486
8013,498
8014,498
8015,498
8016,451
8017,451
8020,500
8022,500
8023,422
8028,504
8037,508
8038,508
8049,504
8050,504
8051,504
8056,508
8057,508
8058,508
8059,508
8060,508
8061,508
8062,508
8063,508
8064,508
8065,508
8066,508
8067,508
8068,508
8069,508
8070,508
8071,508
8072,508
8073,508
8077,508
8078,"371, 376, 379, 388, 418, 424"
8081,508
